id,sentiment,target,text,source
hasoc_en_3631,none,,"@ShravanRawal11 @ngosofia @narendramodi Bro, #IndianJurisdiction &amp; #IndianLawSystem and needs to think and implement such Laws...    Taaki Aage se koi bhi #Rapist agar dimag me khayal bhi laaye to uski soch se pehle uski Patloon gili ho jaani chahiye... And that's how such incidences cannot be happened henceforth...",25_twitter
hasoc_en_3632,none,,"ICC turns down BCCI request, #MSDhoni  can't sport #BalidanBadge     Do you agree with this 🤔..    #DhoniKeepTheGloves #DhoniKeepsTheGlove #IndiaWithDhoni #DhoniKeSaathDesh",25_twitter
hasoc_en_3633,none,,"Good call, California voters: Judge Aaron Persky, who gave Brock Turner lenient sentence in rape case, recalled from office https://t.co/3wo1Nv11qo via @usatoday #recall #BrockTurner #rapist",25_twitter
hasoc_en_3634,none,,@BorisJohnson #FTAC liars.  #AndrewGilligan liar.  #TeamBoris liars.    #BorisJohnsonShouldNotBePM   #EVER  #whistleblowers need REAL protection not lip service from .@UKParliament     https://t.co/DGtcby7qsz,25_twitter
hasoc_en_3635,none,,#DoctorsFightBack  The more the government try to suppress us the more we will fight back until and unless our voices are being heard and demands are being met! https://t.co/PyO7Nywhlh,25_twitter
hasoc_en_3636,none,,@JudgeJeanine No other president is like tRump.  #PutinsPuppet #DonTheCon #TrumpIsATraitor #TrumpCrimeSyndicate #TrumpCult https://t.co/VVsFeQzMxu,25_twitter
hasoc_en_3637,none,,Wow - Is this is what Leadership looks like to Tory voters? Terrifying #BorisJohnsonShouldNotBePM https://t.co/5rRb7pSvxM,25_twitter
hasoc_en_3638,none,,"Hoping tomorrow, it will be #INDvsPAK match and not #indiavsrain. We all want to see 7-0 in record. #Dhoni7 #PKMKB #ShameOnICC  #CWC2019 #TeamIndia #Meninblue #lejayenge",25_twitter
hasoc_en_3639,none,,Don't turn up to leader debates because you know you can't be arsed. Get for MPs pledge support for you. Yes makes senses. He is displaying the same level of contempt and entitlement that Theresa may showed before the last election. #Toryleadership #BorisJohnsonShouldNotBePM,25_twitter
hasoc_en_3640,none,,@realDonaldTrump     In the final year of Obama's presidency we had a GOP front-runner who received a glowing endorsement from the Ku Klux Klan.  And those people are hard to please.      https://t.co/l4mL2hQN2R    #labamba #TrumpIsATraitor #TrumpIsADisgrace #StrongerTogether #FBR https://t.co/kTUorcny4o,25_twitter
hasoc_en_3641,profanity,targeted,"@realDonaldTrump This daft orange shitgibbon has no clue how tariffs work. China or whatever country doesn't pay for it, the country  IMPORTING the product pays for and that is passed right along to the consumer. Tariffs rip even more money out of U.S. consumer's wallets. #FUCKTRUMP #ResignNow",25_twitter
hasoc_en_3642,none,,"I've met #JackieO, you're no Jackie Kennedy. She had class and dignity.  She married a war hero, not a coward or Soviet mole. She wasn't a #Russian whore.  #TrumpIsATraitor @FLOTUS @CNN https://t.co/b9iESxXXA0",25_twitter
hasoc_en_3643,none,,"I don’t get that so many people follow him, is he stil a sports hero in the States ?   #murderer #oj https://t.co/c6N428zVzb",25_twitter
hasoc_en_3644,none,,ICC Tournaments and Shikhar Dhawan : The love story continues.    #IndvAus #ICCWorldCup2019 #ICC #ICCCricketWorldCup2019 #ICCWC2019 #India #dhawan #IndiaWithDhoni #IndiaStandsWithDhoni #DhoniKeepsTheGlove,25_twitter
hasoc_en_3645,none,,I don't support @MamataOfficial but this is too much.Stop doing this nd treat patients. You can protest even while saving lives. You idiots hv made this an ego issue now. Your issues r imp but ppl r dying. Protest while working or during breaks.  #DoctorsFightBack   #Savethedoctors,25_twitter
hasoc_en_3646,none,,"Wasn’t there once a sort of understanding that Anglo-Saxon culture had produced a uniquely moderate political nature impervious to extremism? Yeah, so apparently that wasn’t true. #BorisJohnsonShouldNotBePM #ImpeachTrump",25_twitter
hasoc_en_3647,none,,First ever book written on violence against doctors and dark side of blue curtain...God in Peril    https://t.co/TtnvCrGmIK    #DoctorsFightBack #DoctorsUnderOppression #DoctorsProtest,25_twitter
hasoc_en_3648,none,,"@jjrothnc @dcexaminer @KellyannePolls @realDonaldTrump @BarackObama @HillaryClinton May all your kids &amp; grandkids be gay. Evolve as a human being. You support an abomination to God and humankind who has no morality, no human decency and is a #RAPIST.  You need your own soul to be saved.   Depart from me you doers of evil is what #GOD will say to #MAGAts",25_twitter
hasoc_en_3649,hate,untargeted,What a complete babbling #idiotTrump! #MoronInChief @gtconway3d https://t.co/UE2ITKR8r8,25_twitter
hasoc_en_3650,none,,"@POTUS to @GStephanopoulos the other day, 'No collusion occurred in 2016, but I'm open to it on 2020.' #FactsMatter #TrumpRussia #TrumpIsATraitor #ImpeachmentHearingsNow #LockHimUp #2020PresidentialElection #BlueWave2020 #FBR #Resist",25_twitter
hasoc_en_3651,none,,Australian damad is on fire😅#iccworldcup #CricketWorldCup2019 #IndianCricketTeam #Dhoni #DhoniKeepsTheGlove #abvpnec2019 #AajKaMatch #aajtak #BCCI #shikhardhawan #IndianCricketTeam #Worldcup19 #hotstar #virendrashehwag,25_twitter
hasoc_en_3652,none,,"@RealSkipBayless As usual ,  your wrong. #hack #douchebag",25_twitter
hasoc_en_3653,hate,targeted,"@priyankagandhi said she'll find out workers who didn't work in #Elections2019   This is #Congress culture. Complete failures @RahulGandhi, #PriyankaGandhi @JM_Scindia aren't responsible but common workers are!! Shameless bunch!! #CongressMuktBharat is needed for better #India",25_twitter
hasoc_en_3654,profanity,targeted,"@MeckeringBoy Or all of the above, and some. He really does take the term #Dickhead to a new level.",25_twitter
hasoc_en_3655,none,,#dickhead. Seriously. https://t.co/0nznUh4myU,25_twitter
hasoc_en_3656,hate,targeted,@realDonaldTrump Another tRump stooge. Because of enabling #Sheep like that tRump has no shame saying he would break the law right to our faces. Always some tool will come out to defend him  #FuckTrump https://t.co/GWtwUTC12p,25_twitter
hasoc_en_3657,none,,@davidaxelrod DOJ does not work to hide FROM the American people they do not work for trump.they are not a trump cover up committee! thats the role GOP holds recently..  #FuckTrump,25_twitter
hasoc_en_3658,hateful,targeted,@realDonaldTrump Stop with the #TrumpTantrum   Why are you #NervousDonald   is it because you ARE QUILTY OF TREASON?   #TrumpIsATraitor   #TrumpLiesMatter   #TrumpIsAFraud    the world is watching   #TrumpCrimeSyndicate   #TrumpCriminalInvestigations  will happen!  #TrumpIsNotAboveTheLaw,25_twitter
hasoc_en_3659,none,,Disappointing!! Years of planning and yet they failed in organising the world's most important cricket event!! #ShameOnICC Shouldn't have held the event in this season!! https://t.co/VzAuPFIEhO,25_twitter
hasoc_en_3660,none,,This is what your country will soon look like if you EVER let #China in-in any way‼️Finance/joint ventures/land ownership/infrastructure or 5G‼️Yes they own HK but we got complacent while Britain had it’s 99 year lease-this is no longer the #HongKong we knew!💔💔💔#BoycottChina🇨🇳 https://t.co/lyHbzpseOZ,25_twitter
hasoc_en_3661,none,,"#Savethedoctors   #DoctorsFightBack   No security, no service. Still after 5 days authority has failed to assure the security at government hospitals. They are responsible for this unforeseen collapse of the health skeleton of WB. @narendramodi ji, @PMOIndia,   kindly intervene.",25_twitter
hasoc_en_3662,profanity,targeted,"@TheRealOJ32 #STFU #murderer we really just wish you would disappear and get out of the public arena.  People in your life may be too scared of you, and all the star struck ass kissers may not care, but most of us do.  Are you too stupid to notice?!!    #NeverForget   #Nicolesimpson  #RonGoldman",25_twitter
hasoc_en_3663,none,,Seriously? You live in a different reality than the rest of America. #ImpeachTrumpNow #nokidsincages #NoWarWithIran #TrumpisaLiar #TrumpIsATraitor https://t.co/LqT90KGpOX,25_twitter
hasoc_en_3664,hateful,targeted,@GovPhilScott Except now we kill them in the womb up until birth. What is wrong with you?! #RINO #BABYKILLER #MURDERER #GODLESS #GUTLESS #CCOT #TCOT,25_twitter
hasoc_en_3665,none,,@ICC deserves this #cup in this #WorldCup2019 for their #Pathetic show.    Instead of wasting time on #Dhoni's #Gloves they should have planned better on their own part!     @SGanguly99  @sachin_rt  @RahulDravidFC  @YUVSTRONG12  @virendersehwag  #ShameOnICC   #ShameShameICC  #cricketlive https://t.co/UhTvu8q2Pj,25_twitter
hasoc_en_3666,hateful,targeted,@MamataOfficial You r the first CM of a State who became the Satan &amp; villain of entire country by humiliating the entire medical fraternity by calling the Doctors protesting against the murderous assault on their colleague as criminals. Shame. #DoctorsFightBack,25_twitter
hasoc_en_3667,none,,This is not the first time it has happened to us..we are facing this for long..numerous incidents go unrecognised in each and every part of our country due to lack of support..  Enough is Enough..  Stand strong..  Stay united..  show your strength💪  #DoctorsFightBack #savethedoctor,25_twitter
hasoc_en_3668,hateful,targeted,"Trump a national security threat.  Trump a disgusting SOB. Trump a national embarrassment.   Trump a treasonous traitor.    Trump a delusional piece of shit, whom only a handful of deplorables like.  Trump a treasonous traitor. #TrumpIsATraitor #ImpeachTrumpNow https://t.co/Dyzg7iJa95",25_twitter
hasoc_en_3669,none,,'How can I be sure this stolen credit card is any good if I don't use it to buy a porn star an expensive dinner?'    #TrumpIsATraitor #TrumpCrimeFamily #ImpeachTrumpNow,25_twitter
hasoc_en_3670,none,,@mitchellvii @realDonaldTrump 1) Trump didn't win the election.  2) Trump nor Obama have helped the economy.   3) Mexico is not helping Trump. They are preparing for a war against the U.S.  #FuckTrump #NotOurPresident,25_twitter
hasoc_en_3671,hateful,targeted,"@RealRandallPink Would you expect anything less from a #PathologicalLiar, no not me... #FuckTrump https://t.co/iSUcEuH6hp",25_twitter
hasoc_en_3672,hate,targeted,Coming from a guy he grew up in 70’s and loving the NFL @TheRealOJ32  - just GO AWAY !! You should be behind bars #shameful #guilty #MURDERER https://t.co/Kiw6C0MoOR,25_twitter
hasoc_en_3673,hate,targeted,Yes true we do not any favour from #terroristNationPakistan . https://t.co/pktSraojKg,25_twitter
hasoc_en_3674,hateful,targeted,@realDonaldTrump America NEEDS a new President ASAP... Trump is a DISASTER... Has been getting worse and worse!!!!  #TrumpIsATraitor   #GuiltyAsSin  #WhoreMonger  #LiarInChief   #DerangedDonald   #BillionDollarLoser   #LowIQTrump  #DraftDodger   #PresidentBoneSpurs  #AryanAgentOrange  #NervousDonald,25_twitter
hasoc_en_3675,hateful,targeted,@realDonaldTrump You are Horrible! #TrumpIsATraitor #TrumpIsAFraud #TrumpIsADictatorWannabe #WakeUpAmerica,25_twitter
hasoc_en_3676,none,,"We all need doctors, #MamataBanerjee is forgetting that! Attact on the doctors in #westbengal on her directions are shamful acts.    #MamataFrustrated   #DoctorsFightBack",25_twitter
hasoc_en_3677,hateful,targeted,@DonaldJTrumpJr Your father has no brain function.  Any opinion on that?  #FUCKTRUMP  #25thAmendmentNow,25_twitter
hasoc_en_3678,profanity,targeted,"Sat downstairs watching tv, daughter’s in bed upstairs.  4yo:”Blankie. Blankie. Blankie, where are you?”  Me (shout up the stairs): “Babe. You do know it won’t come if you call it?”  Hubby: “you’re a dick.” #dickhead #kids #mumblog #blanket",25_twitter
hasoc_en_3679,none,,"🎉 Party time! For Trump's birthday, we're celebrating 'John McCain Day!' Such a wonderful idea @realDonaldTrump! So selfless you are!     McCain was such an incredible &amp; brave war hero. Let's all admire his beautiful ship, the USS John S. McCain!     #McCainDay   #TrumpIsATraitor https://t.co/I9IYqOfDD5",25_twitter
hasoc_en_3680,none,,Happy #JohnMcCainDay @realDonaldTrump   #douchebag,25_twitter
hasoc_en_3681,none,,@AlanCol83626003 @Yellowbelly2019 It will be a bigly war. He has the best wars. Nobody has better wars.  #fucktrump,25_twitter
hasoc_en_3682,none,,The arrogance of a chief minister is the reason that the #DoctorsProtest has escalated so much. It's a lesson to those in power that they can be brought down to their knees if they continue with a high handed approach towards workplace safety concerns of people #DoctorsFightBack https://t.co/7OmL8orLfq,25_twitter
hasoc_en_3683,none,,@Tazaryach Home of the #douchebag.,25_twitter
hasoc_en_3684,none,,Berman: Is it even news when the President lies? #Resist #ResistTrump #FuckTrump https://t.co/NMm3N6NFsL,25_twitter
hasoc_en_3685,profanity,targeted,There was a time when @billmaher was the 'outside the box' in his thinking. It's a shame seeing what you have become since 2016. You are wrong about Biden and need to stop sounding like a whiny little bitch when talking about him.   #wheresbill #BillMaher #FuckTrump #2020Election,25_twitter
hasoc_en_3686,none,,Hey! I'm just stoked! It's #JohnMcCainDay!!! He used to be SO FUNNY some times. Full of life and such an honorable man! He would never believe the horrors that are happening in just the short time since he passed away.@MeghanMcCain @TheView #TrumpIsATraitor   @BarackObama #Biden https://t.co/AVxUeOJK1G,25_twitter
hasoc_en_3687,none,,"when you think so do a little calculation &amp; get your facts correct. In case you fail to do that, don't comment. #SAVETHESAVIOUR #DoctorsFightBack #standwithNRS #Savethedoctors",25_twitter
hasoc_en_3688,hateful,targeted,"Russian college drop out, fold out model &amp; escort, really not even... what a laugh to even assume this #Russian compares 2 anything but a street walker with @realDonaldTrump as her pimp! #NoMiddleGround #TrumpIsATraitor #Securityclearence #Resist https://t.co/HyeCUeECZj",25_twitter
hasoc_en_3689,hateful,targeted,@TheRealOJ32 welcome! If you start having chest pains please remember to start filming so we can all enjoy the show in case you croak. #murderer,25_twitter
hasoc_en_3690,none,,No any individual message or logo to be displayed on any items of clothing or equipment - #ICC  #CWC19  #DhoniKeepTheGlove  #DhoniKeepsTheGlove  https://t.co/KKL81KrnbH,25_twitter
hasoc_en_3691,none,,@OwenJones84 nailing it again #BorisJohnsonShouldNotBePM https://t.co/z46D0WcdWA,25_twitter
hasoc_en_3692,none,,@ACTBrigitte Our country deserves better than a draft-dodging coward. McCain SERVED; #CadetBoneSpurs DIDN'T.  #FuckTrump  Happy #JohnMCainDay!!!  Happy #JohnMCainDay!!!  Happy #JohnMCainDay!!!,25_twitter
hasoc_en_3693,none,,I swear that is the happiest expression i have ever seen on his face. #TrumpIsADisgrace #TrumpisaTraitor https://t.co/xSYOF2MDiA,25_twitter
hasoc_en_3694,profanity,targeted,LEADERSHIP CONTEST    If I were Boris I'd l steer clear. Let the BBC suck these neverwozzers into slagging each other off on TV &amp; turning it into a media circus. It's what they're good at.  #BorisJohnsonShouldNotBePM  #leadershiphustings https://t.co/F2XDb1h2oE,25_twitter
hasoc_en_3695,hate,targeted,"Some people, by way of association (and assassination), die quicker than they should.  Whereas we foretold a mighty dragging, her dragging ended in her death.  Yes, she will die -- never be the same again.  #dirtyniggr #markbathompson #blight #demon #murderer #thief #nataliewatts",25_twitter
hasoc_en_3696,none,,"Rain will win, as weather is happy like pakistan to avoid thrashing.  #INDvsPAK   #CWC19   #ShameOnICC   Poor management and stubborn guidelines of @ICC   #CricketWorldCup2019 https://t.co/ElonYHSaGs",25_twitter
hasoc_en_3697,none,,Ginni Thomas Plans New Conservative Supergroup to “Protect President Trump” #Resist #ResistTrump #FuckTrump https://t.co/jEQBBD6ACv,25_twitter
hasoc_en_3698,none,,Life is easy for none...but have faith every pain will be justified one day.    #SaturdayMotivation #SaturdayMorning #SaturdayThoughts #saturdayvibes #saturdays #DhoniKeepsTheGlove #DhoniKeSaathDesh #IndiaWithDhoni #MotivationalQuotes #motivational #ThoughtOfTheDay #India #Jaipur https://t.co/sVjmJw2pZK,25_twitter
hasoc_en_3699,hateful,targeted,Here’s another.... #borisbehindbars #borisjohnson #BorisJohnsonShouldNotBePM @BorisJohnson_MP @BorisJohnson @Conservatives https://t.co/eXnsmZbUAn,25_twitter
hasoc_en_3700,hateful,targeted,Shame on @Uppolice …..There should be an honour killing organized to cut throats of these mental @Uppolice officers &amp; #MafiaCM &amp; #Murderer @myogiadityanath  ……..may Human Urine fall on yogi's mouth &amp; on upPolice b4 GauMutra….❗️❗️‼️,25_twitter
hasoc_en_3701,none,,NYT: “Ms. Conway’s violations... Her actions thus erode the principal foundation of our democratic system — the rule of law.”    BLOB: that’s Trump’s intent.    https://t.co/biLqop4mku   #resist #TrumpIsATraitor,25_twitter
hasoc_en_3702,none,,"I guess you can't be too rich, or too thin, or commit treason too many times.   https://t.co/gDB7orm4J1 #TrumpIsATraitor",25_twitter
hasoc_en_3703,hateful,targeted,"@TheRynheart Bad enough they choose to work for a #rapist, but if  they're also #TRAITORtrump supporters, they're useless.",25_twitter
hasoc_en_3704,hate,targeted,#Kashmir  Another jolt to #Pakistan  India decided not to use  #Pakistani air space but  Go over Oman to Bishek.    #terroristNationPakistan  #Modi  #Pulwama    https://t.co/DOmFhIewDn,25_twitter
hasoc_en_3705,profanity,targeted,Hey @realDonaldTrump just wanted to wish you a HAPPY #JohhMcCainDay You fucking disgrace! #FakePresident #FuckTrump,25_twitter
hasoc_en_3706,none,,@ICC #DhoniKeepsTheGlove     sir Ms dhoni carrion play the same gloves you not break any #icc rules We all Indian support you #DhoniKeSaathDesh,25_twitter
hasoc_en_3707,none,,#DhoniKeepsTheGlove in #ICCWC2019 you are our real Hero #Dhoni #DhoniKeSaathDesh Hai #dhoniisback Now. https://t.co/Y4yw71oJzx,25_twitter
hasoc_en_3708,hate,targeted,"In 2007 Boris Johnson described the anointment of Gordon Brown as PM following a Labour leadership election as a 'gigantic fraud', a 'scandal' and a 'stitch-up'. Johnson now hopes to become PM by exactly the same method.    #Boris #BorisJohnson #BorisJohnsonShouldNotBePM https://t.co/neAG7q98it",25_twitter
hasoc_en_3709,none,,#StopBorisJohnsonBecomingPM it legit angers the sh!t out of me that the British Public don’t get to decide who we want in charge of OUR Country. @BorisJohnson isn’t fit to clean the step of #10 Downing Street let alone live in it! #BorisJohnsonShouldNotBePM,25_twitter
hasoc_en_3710,hateful,targeted,#IdiotTrump has complete meltdown after someone coughs -  https://t.co/OAZH2ghTOP,25_twitter
hasoc_en_3711,none,,Vigilantes Helped Steve Bannon’s Group With Private Border Wall Near El Paso #Resist #ResistTrump #FuckTrump https://t.co/vFmZgeb5CI,25_twitter
hasoc_en_3712,hateful,targeted,I heard Sleepy Joe Biden has been insulting me on the trail. What a loser! He hasn’t even BANKRUPTED 18 companies yet!  #sad #MAGA     #resist #Resistance #FuckTrump https://t.co/Gpb2mSSOM9,25_twitter
hasoc_en_3713,none,,"Save the saviour - #DoctorsProtest   Get it @ https://t.co/yu8miSJDm9  Its time to save the saviours- wear this tshirt and join the doctors strike india. Join doctor strike bengal. doctor protest, doctors protest  #DoctorsFightBack #DoctorStrike https://t.co/LM79jtCph7",25_twitter
hasoc_en_3714,none,,Very poor management by @ICC   People have waited 4years for this extravaganza and this is how we get treated #ShameOnICC,25_twitter
hasoc_en_3715,none,,"#doctors_against_assualt #DoctorsFightBack #DoctorStrike   While Doctors are at strike, please read on why do we take Hippocratic Oath not Sushruta, why does his 'wet-cold-dry-hot' look like 'vata-pitta-kabha+others' in Ayurveda?",25_twitter
hasoc_en_3716,none,,"This truly is a crisis and, worst part is, his delusional admirers will probably never know. They'll just blame everyone else for his stupidity, fear mongering, hate, greed and lies. #FuckTrump",25_twitter
hasoc_en_3717,none,,"@RWPUSA @LadyGloriousjax What up, Xi? #FuckTrump",25_twitter
hasoc_en_3718,none,,"I don’t understand how is a military insignia being equated with prayers being offered on the field? I understand if you want to #DhoniKeepsTheGlove but don’t bring in prayers into this controversy.    Also, like Vinod Rai said, “It’s a non-issue.” Let it be like that. Please.",25_twitter
hasoc_en_3719,none,,Report: NRA Has Been Directing Money to Board Members Who Oversee Its Spending #Resist #ResistTrump #FuckTrump https://t.co/05OL7rxHkT,25_twitter
hasoc_en_3720,none,,Sad. @realDonaldTrump bday unable to match Twitter support for these more popular hashtags:  #TrumpIsATraitor   #ImpeachTrumpNow   #ImpeachDonaldTrumpNOW   #ImpeachDonaldTrump   #ImpeachTrump   #ImpeachmentInquiryNow  Because these ARE our b-day wishes for you.  #TrumpForPrison2020 https://t.co/IOb5tI7S5r,25_twitter
hasoc_en_3721,none,,This very day. I can’t understand it. #fucktrump https://t.co/85Erj9e0O7,25_twitter
hasoc_en_3722,none,,"#DhoniKeepsTheGlove #DhoniKeepTheGlove #DhoniKeepTheGloves     Hey   @ICC   , Hypocrisy ki bhi koi sima hoti h!     This is NOT                                 This is  Violation of                        Violation of  Rules                                              Rules https://t.co/pRWW3cpMXe",25_twitter
hasoc_en_3723,profanity,targeted,Hey @realDonaldTrump: #Norway is calling. They say you’re a #douchebag,25_twitter
hasoc_en_3724,none,,@MSNBC Too late.....  #TrumpIsATraitor   #ImpeachTrumpNow   #ImpeachmentInquiryNow,25_twitter
hasoc_en_3725,none,,#Peace and #Liberty for #Uyhgur !  #PleaseHelp #FreeUyghur #SaveUyghur #MeTooUyghur #PrayForUyghur #EastTurkistan #FreedomForEastTurkistan #Turkistan #Freedom #HumanRights #China #CCP #Genocide #StopChina #BoycottChina #StopGenocideChina #ウイグル #RT  https://t.co/NqNqUGjffN,25_twitter
hasoc_en_3726,none,,Everyone is Waiting for Bhumrah to Bowl.  I am waiting for Dhoni to keep.  #INDvsAUS  #IndiaWithDhoni  #DhoniKeepsTheGlove  #ICCWorldCup2019,25_twitter
hasoc_en_3727,profanity,untargeted,Only gone and done it again #dickhead,25_twitter
hasoc_en_3728,none,,So why hasn’t it?  #FuckTrump #OrangeFoolius #BeBest #MAGA #AmericaFirst https://t.co/SwkgQAWyYR,25_twitter
hasoc_en_3729,none,,Does this lady look Normal ?#PakvsInd #PAKvIND #PakVsIndia #NDTV #Bengal @KailashOnline @SuPriyoBabul @MukulR_Official #DoctorsProtest #DoctorsStrike #DoctorsUnderOppression #DoctorStrike @aajtak @republic @Republic_Bharat #DoctorsFightBack https://t.co/F5t59hLfgE,25_twitter
hasoc_en_3730,none,,No #termsandconditions #minor should apply on a #rapist #tobehanged !! #womenempowerment #womensrights #culturevulture #culture #freedom #likeforlikes #followforfollowback @ India https://t.co/DhxYPxsy5e,25_twitter
hasoc_en_3731,none,,"'I often hear Tories muse, Johnson as PM “will cheer everyone up”. When your party looks like it is going to hell in a handcart, they reckon you might as well hurtle towards the inferno with a smile on your face' #BorisJohnsonShouldNotBePM https://t.co/h1ubnKw6OU",25_twitter
hasoc_en_3732,none,,"Rather than worrying about @msdhoni gloves , maybe check the Stumps ! @ICC  @BCCI   #ICCWorldCup2019 @StarSportsIndia   #AskStar #DhoniKeepsTheGlove #BCCI #ICC   #AskTheExpert  What can be done here ?",25_twitter
hasoc_en_3733,none,,Because he is Worthy😇  #IndiaStandsWithDhoni #DhoniKeepsTheGlove https://t.co/sJVLDVfbxa,25_twitter
hasoc_en_3734,profanity,targeted,@MarkDice Exactly. #Douchebag,25_twitter
hasoc_en_3735,profanity,targeted,@POPSUGAR Complete #DoucheBag,25_twitter
hasoc_en_3736,none,,As per @MamataOfficial doctors on West Bengal will now onwards have to write medical prescriptions in Bengali. Does not matter if the handwriting makes it look like Tamil. #DoctorsFightBack,25_twitter
hasoc_en_3737,none,,@realDonaldTrump Lol. You wish. #ImpeachmentInquiryNow #TrumpNatSecRisk #TrumpIsATraitor #TrumpColluded #TrumpObstructed @WhiteHouse #BillionDollarLoser https://t.co/AjI97LZBqm,25_twitter
hasoc_en_3738,none,,Alabama woman claims court is letting her #rapist uncle see their kids https://t.co/2o7hidetvy via @MailOnline,25_twitter
hasoc_en_3739,none,,"#DoctorsProtest #doctorsstrike #DoctorsFightBack     SAME COUNTRY, DIFFERENT STATE, DIFFERENT POLITICAL PARTY, SAME TREATMENT WITH #Doctors      #DoctorsFightBack IN #WestBengal     SHOULD HAVE FOUGHT BACK IN #UttarPradesh TOO    https://t.co/yTM9H6CsH4",25_twitter
hasoc_en_3740,none,,@ICC Yes it is better but by the way #ShameOnICC https://t.co/GtDfAcKLcD,25_twitter
hasoc_en_3741,none,,#ICC treat everyone with same rule. If you can this then how can you ask dhoni not to put sacrifice badge on gloves.  #DhoniKeepsTheGlove https://t.co/ocprBQV3lS,25_twitter
hasoc_en_3742,none,,"@DrNajeeb sir, please can you support us on our movement condemning the attacks on doctors and convincing government to bring stringent laws against such assaults in India.  Your message will be helpful!  #savedoctors #DoctorsFightBack",25_twitter
hasoc_en_3743,none,,"@ICC Everyone waited for 4 years to see the England Rains , what a proud moment 👏  #ShameOnICC",25_twitter
hasoc_en_3744,none,,All CAMERAs on The #Gloves now...  Will #INDvAUS be with #BalidanBadge Glove or it will be #Balidan of Feelings of #MSDhoni #DhoniKeepsTheGlove OR #ICC prevails... #CWC19 #ICCWC2019 Jo bhi ho All #india wants is Victory in #AUSvIND match...  #IndiaWithDhoni #MenInBlue,25_twitter
hasoc_en_3745,none,,#ICC: Objection my lord.  #BCCI: Overruled.  #DhoniKeepsTheGlove 😂,25_twitter
hasoc_en_3746,none,,BJP MP Ananth Kumar Hegde caught on camera beating up doctor at Karnataka hospital   https://t.co/OhxJqT5N0w  #Savethedoctors   #DoctorsProtest   #DoctorsFightBack   #DoctorsStrike,25_twitter
hasoc_en_3747,none,,@RoflGandhi_ People said #DhoniKeepsTheGlove   He kept it but without the Logo https://t.co/6bJhXiPTVD,25_twitter
hasoc_en_3748,none,,"Hey, it's #JohnMcCainDay! Also, #FuckTrump.",25_twitter
hasoc_en_3749,none,,@realDonaldTrump Market crash or cultural death of America?  I choose taking my chances with a market crash!  You are obviously in a panic 18 months ahead of the election! Bad place to be so early!  #Trump #Trump2020 #MAGA #TrumpIsATraitor,25_twitter
hasoc_en_3750,none,,@ICC @cricketworldcup @ICCMediaComms @msdhoni @virendersehwag @imVkohli dear ICC you can stop dhoni bhai but how u gonna stop us focus on your umpires not our players #DhoniKeepsTheGlove #ICCWorldCup2019 #Dhoni #DhoniKeSaathDesh @BCCI @BCCIdomestic 🇮🇳🇮🇳🇮🇳🇮🇳 https://t.co/OvK0aSXLjY,25_twitter
hasoc_en_3751,none,,How You Can Tell Barr Is Lying About Mueller’s Evidence #Resist #ResistTrump #FuckTrump https://t.co/K3MAsCNF35,25_twitter
hasoc_en_3752,none,,"Homophobia and transphobia are CRIMES in 43 countries. Yet here in America, under the Trump administration, it’s seemingly encouraged. We need CHANGE. VOTE BLUE FOR 2020. #FuckTrump",25_twitter
hasoc_en_3753,none,,Dear @ICC what about players offering namaz on field or urinating on field after the match.?  @msdhoni did not do anything wrong.   #DhoniKeepsTheGlove,25_twitter
hasoc_en_3754,none,,We are always with you mahi bhai don't remove your glove. #DhoniKeepsTheGlove,25_twitter
hasoc_en_3755,none,,"@ICC should have so many better options to stop rain 😁 ,But they are not willing to doing anything.#ShameOnICC https://t.co/gaKtXNUZVi",25_twitter
hasoc_en_3756,none,,"#DoctorsFightBack 👌  The Kurban Shah case, points out a police officer &amp; a political controversy when it was alleged that rival factions of the ruling #TMC each trying to gain control over the organisation of junior doctors (to garner votes for election to state medical bodies)",25_twitter
hasoc_en_3757,none,,Saw this and instantly thought of @mrjasonaalon and @fever333 🙌🏽 #fucktrump https://t.co/4rCvqrZiPx,25_twitter
hasoc_en_3758,none,,Saying @Conservatives are England team - they may play for different clubs but they come together for England say @michaelgove. Only problem with that analogy is that @BorisJohnson refuses to attend training+expects to be made captain. #Eton privilege? #BorisJohnsonShouldNotBePM https://t.co/4NySvWv5hP,25_twitter
hasoc_en_3759,none,,"When #INDvsPAK played last #OneBillion people watched. If it rains on Sunday, it's gonna be a huge loss to @ICC (financially).    What a poor planning @cricketworldcup!!! #CWC19 #ICCWorldCup2019 #ShameOnICC https://t.co/xswwoqGrst",25_twitter
hasoc_en_3760,none,,#RandalWilliams is a #RAPIST  who heads #Missouris Health Dept &amp; MANDATED unnecessary pelvic exams 4 women seeking abortions.,25_twitter
hasoc_en_3761,none,,"@NRATV @DLoesch U should be filmed while u are made to walk through a the scene of a mass shooting where dead children are present, uncovered, bodies torn apart by guns, and, tell us all about your belief in profit before life.  #murderer",25_twitter
hasoc_en_3762,none,,'#ICC says #MSDHONI cannot wear 'army logo' gloves'  #IndianArmy #BalidaanBadge #DhoniKeepsTheGlove #CricketWorldCup2019 https://t.co/Q14AJvQjdr,25_twitter
hasoc_en_3763,none,,#ShameOnICC poor planning or intentional deliberate choices ? Maybe next time participate in IPL planning 😂,25_twitter
